datetime,temperature,rainfall,windspeed,humidity,is_raining,is_hot,is_cold,temp_bucket
2024-01-05 16:00:00,25.5,0.0,11.2,41,0,0,0,warm
2024-01-05 17:00:00,24.0,0.0,6.9,46,0,0,0,pleasant
2024-01-05 18:00:00,20.2,0.0,8.6,53,0,0,0,pleasant
2024-01-05 19:00:00,19.0,0.0,8.0,54,0,0,0,pleasant
2024-01-05 20:00:00,17.8,0.0,7.6,60,0,0,0,pleasant
2024-01-05 21:00:00,16.2,0.0,6.5,69,0,0,0,pleasant
2024-01-05 22:00:00,15.6,0.0,7.6,73,0,0,0,pleasant
2024-01-05 23:00:00,15.1,0.0,7.7,73,0,0,0,pleasant
2024-01-06 00:00:00,14.8,0.0,9.4,67,0,0,1,cold
2024-01-06 01:00:00,14.7,0.0,10.3,67,0,0,1,cold
2024-01-06 02:00:00,14.6,0.0,10.7,76,0,0,1,cold
2024-01-06 03:00:00,14.6,0.0,11.3,80,0,0,1,cold
2024-01-06 04:00:00,14.4,0.0,12.5,82,0,0,1,cold
2024-01-06 05:00:00,14.2,0.0,13.2,85,0,0,1,cold
2024-01-06 06:00:00,14.7,0.0,13.5,89,0,0,1,cold
2024-01-06 07:00:00,14.4,0.0,14.0,90,0,0,1,cold
2024-01-06 08:00:00,15.8,0.0,15.6,83,0,0,0,pleasant
2024-01-06 09:00:00,18.1,0.0,15.2,72,0,0,0,pleasant
2024-01-06 10:00:00,20.4,0.0,15.2,64,0,0,0,pleasant
2024-01-06 11:00:00,22.5,0.0,15.4,57,0,0,0,pleasant
2024-01-06 12:00:00,24.1,0.0,14.5,50,0,0,0,pleasant
2024-01-06 13:00:00,25.2,0.0,13.3,45,0,0,0,warm
2024-01-06 14:00:00,25.9,0.0,13.0,41,0,0,0,warm
2024-01-06 15:00:00,26.1,0.0,13.6,38,0,0,0,warm
2024-01-06 16:00:00,25.7,0.0,13.6,38,0,0,0,warm
2024-01-06 17:00:00,24.0,0.0,8.9,45,0,0,0,pleasant
2024-01-06 18:00:00,19.9,0.0,7.9,60,0,0,0,pleasant
2024-01-06 19:00:00,18.9,0.0,8.7,63,0,0,0,pleasant
2024-01-06 20:00:00,18.0,0.0,9.2,67,0,0,0,pleasant
2024-01-06 21:00:00,17.4,0.0,10.2,69,0,0,0,pleasant
2024-01-06 22:00:00,17.1,0.0,12.3,71,0,0,0,pleasant
2024-01-06 23:00:00,16.9,0.0,14.3,72,0,0,0,pleasant
2024-01-07 00:00:00,16.5,0.0,14.0,72,0,0,0,pleasant
2024-01-07 01:00:00,16.2,0.0,14.1,73,0,0,0,pleasant
2024-01-07 02:00:00,15.9,0.0,14.5,75,0,0,0,pleasant
2024-01-07 03:00:00,15.6,0.0,14.8,77,0,0,0,pleasant
2024-01-07 04:00:00,15.3,0.0,15.0,78,0,0,0,pleasant
2024-01-07 05:00:00,15.1,0.0,14.8,79,0,0,0,pleasant
2024-01-07 06:00:00,15.7,0.0,15.0,78,0,0,0,pleasant
2024-01-07 07:00:00,15.7,0.0,15.9,78,0,0,0,pleasant
2024-01-07 08:00:00,16.9,0.0,15.9,74,0,0,0,pleasant
2024-01-07 09:00:00,18.7,0.0,18.2,67,0,0,0,pleasant
2024-01-07 10:00:00,20.9,0.0,17.6,61,0,0,0,pleasant
2024-01-07 11:00:00,22.9,0.0,16.9,57,0,0,0,pleasant
2024-01-07 12:00:00,24.5,0.0,15.9,54,0,0,0,pleasant
2024-01-07 13:00:00,25.6,0.0,15.8,52,0,0,0,warm
2024-01-07 14:00:00,26.3,0.0,15.4,51,0,0,0,warm
2024-01-07 15:00:00,26.5,0.0,14.5,51,0,0,0,warm
2024-01-07 16:00:00,26.1,0.0,14.3,52,0,0,0,warm
2024-01-07 17:00:00,25.0,0.0,11.7,56,0,0,0,pleasant
2024-01-07 18:00:00,22.2,0.0,8.9,65,0,0,0,pleasant
2024-01-07 19:00:00,21.4,0.0,10.2,68,0,0,0,pleasant
2024-01-07 20:00:00,20.7,0.0,10.0,70,0,0,0,pleasant
2024-01-07 21:00:00,20.2,0.0,10.6,70,0,0,0,pleasant
2024-01-07 22:00:00,19.8,0.0,11.5,70,0,0,0,pleasant
2024-01-07 23:00:00,19.5,0.0,13.2,70,0,0,0,pleasant
2024-01-08 00:00:00,19.0,0.0,13.1,72,0,0,0,pleasant
2024-01-08 01:00:00,18.5,0.0,13.5,78,0,0,0,pleasant
2024-01-08 02:00:00,18.0,0.0,12.8,82,0,0,0,pleasant
2024-01-08 03:00:00,17.6,0.0,12.8,86,0,0,0,pleasant
2024-01-08 04:00:00,17.3,0.0,13.2,87,0,0,0,pleasant
2024-01-08 05:00:00,17.0,0.0,13.8,88,0,0,0,pleasant
2024-01-08 06:00:00,18.0,0.0,13.6,84,0,0,0,pleasant
2024-01-08 07:00:00,17.6,0.0,13.5,85,0,0,0,pleasant
2024-01-08 08:00:00,18.9,0.0,12.7,79,0,0,0,pleasant
2024-01-08 09:00:00,20.9,0.0,15.0,71,0,0,0,pleasant
2024-01-08 10:00:00,22.4,0.0,15.2,66,0,0,0,pleasant
2024-01-08 11:00:00,24.5,0.0,13.9,61,0,0,0,pleasant
2024-01-08 12:00:00,25.9,0.0,11.6,58,0,0,0,warm
2024-01-08 13:00:00,26.4,0.0,10.8,57,0,0,0,warm
2024-01-08 14:00:00,26.9,0.0,10.7,56,0,0,0,warm
2024-01-08 15:00:00,27.5,0.0,9.4,54,0,0,0,warm
2024-01-08 16:00:00,27.4,0.0,10.3,54,0,0,0,warm
2024-01-08 17:00:00,26.4,0.0,9.0,58,0,0,0,warm
2024-01-08 18:00:00,23.1,0.0,5.8,71,0,0,0,pleasant
2024-01-08 19:00:00,23.2,0.0,6.6,71,0,0,0,pleasant
2024-01-08 20:00:00,23.0,0.0,8.0,72,0,0,0,pleasant
2024-01-08 21:00:00,22.5,0.0,10.9,74,0,0,0,pleasant
2024-01-08 22:00:00,21.3,0.0,12.8,78,0,0,0,pleasant
2024-01-08 23:00:00,20.5,0.0,14.4,68,0,0,0,pleasant
2024-01-09 00:00:00,20.0,0.0,14.4,65,0,0,0,pleasant
2024-01-09 01:00:00,19.6,0.0,13.6,73,0,0,0,pleasant
2024-01-09 02:00:00,19.4,0.0,13.0,79,0,0,0,pleasant
2024-01-09 03:00:00,19.4,0.0,9.2,80,0,0,0,pleasant
2024-01-09 04:00:00,19.2,0.0,7.3,81,0,0,0,pleasant
2024-01-09 05:00:00,18.7,0.0,7.2,84,0,0,0,pleasant
2024-01-09 06:00:00,18.4,0.0,8.2,84,0,0,0,pleasant
2024-01-09 07:00:00,18.0,0.0,11.4,87,0,0,0,pleasant
2024-01-09 08:00:00,19.6,0.0,13.9,80,0,0,0,pleasant
2024-01-09 09:00:00,21.5,0.0,11.6,73,0,0,0,pleasant
2024-01-09 10:00:00,23.7,0.0,12.4,65,0,0,0,pleasant
2024-01-09 11:00:00,25.5,0.0,14.3,57,0,0,0,warm
2024-01-09 12:00:00,26.4,0.0,12.6,53,0,0,0,warm
2024-01-09 13:00:00,27.3,0.0,12.3,50,0,0,0,warm
2024-01-09 14:00:00,27.9,0.0,14.0,47,0,0,0,warm
2024-01-09 15:00:00,27.9,0.0,14.7,46,0,0,0,warm
2024-01-09 16:00:00,27.5,0.0,13.3,46,0,0,0,warm
2024-01-09 17:00:00,26.4,0.0,11.2,47,0,0,0,warm
2024-01-09 18:00:00,24.2,0.0,10.2,52,0,0,0,pleasant
2024-01-09 19:00:00,23.0,0.0,10.1,50,0,0,0,pleasant
2024-01-09 20:00:00,21.9,0.0,10.5,54,0,0,0,pleasant
2024-01-09 21:00:00,21.0,0.0,10.5,56,0,0,0,pleasant
2024-01-09 22:00:00,20.1,0.0,10.8,56,0,0,0,pleasant
2024-01-09 23:00:00,19.6,0.0,10.6,57,0,0,0,pleasant
2024-01-10 00:00:00,19.3,0.0,11.5,63,0,0,0,pleasant
2024-01-10 01:00:00,19.1,0.0,12.1,72,0,0,0,pleasant
2024-01-10 02:00:00,19.0,0.0,12.4,78,0,0,0,pleasant
2024-01-10 03:00:00,18.8,0.0,12.7,80,0,0,0,pleasant
2024-01-10 04:00:00,18.5,0.0,13.6,80,0,0,0,pleasant
2024-01-10 05:00:00,18.3,0.0,13.5,81,0,0,0,pleasant
2024-01-10 06:00:00,18.2,0.0,15.1,83,0,0,0,pleasant
2024-01-10 07:00:00,18.0,0.0,14.3,83,0,0,0,pleasant
2024-01-10 08:00:00,19.0,0.0,14.1,78,0,0,0,pleasant
2024-01-10 09:00:00,20.6,0.0,15.4,71,0,0,0,pleasant
2024-01-10 10:00:00,22.6,0.0,15.1,64,0,0,0,pleasant
2024-01-10 11:00:00,24.6,0.0,14.7,58,0,0,0,pleasant
2024-01-10 12:00:00,26.1,0.0,13.2,55,0,0,0,warm
2024-01-10 13:00:00,27.2,0.0,12.5,53,0,0,0,warm
2024-01-10 14:00:00,27.8,0.0,11.7,52,0,0,0,warm
2024-01-10 15:00:00,27.9,0.0,11.9,51,0,0,0,warm
2024-01-10 16:00:00,27.6,0.0,12.0,51,0,0,0,warm
2024-01-10 17:00:00,26.6,0.0,9.7,55,0,0,0,warm
2024-01-10 18:00:00,23.0,0.0,7.7,70,0,0,0,pleasant
2024-01-10 19:00:00,21.7,0.0,7.2,77,0,0,0,pleasant
2024-01-10 20:00:00,21.0,0.0,5.4,79,0,0,0,pleasant
2024-01-10 21:00:00,20.4,0.0,7.6,78,0,0,0,pleasant
2024-01-10 22:00:00,19.8,0.0,8.7,76,0,0,0,pleasant
2024-01-10 23:00:00,19.1,0.0,9.0,75,0,0,0,pleasant
2024-01-11 00:00:00,18.4,0.0,8.0,78,0,0,0,pleasant
2024-01-11 01:00:00,17.8,0.0,8.2,82,0,0,0,pleasant
2024-01-11 02:00:00,17.4,0.0,8.5,87,0,0,0,pleasant
2024-01-11 03:00:00,17.1,0.0,9.0,87,0,0,0,pleasant
2024-01-11 04:00:00,16.9,0.0,8.7,86,0,0,0,pleasant
2024-01-11 05:00:00,16.6,0.0,9.1,84,0,0,0,pleasant
2024-01-11 06:00:00,17.0,0.0,10.4,85,0,0,0,pleasant
2024-01-11 07:00:00,17.0,0.0,10.9,85,0,0,0,pleasant
2024-01-11 08:00:00,18.4,0.0,12.5,79,0,0,0,pleasant
2024-01-11 09:00:00,20.7,0.0,12.1,70,0,0,0,pleasant
2024-01-11 10:00:00,23.2,0.0,12.1,63,0,0,0,pleasant
2024-01-11 11:00:00,25.4,0.0,12.1,59,0,0,0,warm
2024-01-11 12:00:00,27.0,0.0,10.8,55,0,0,0,warm
2024-01-11 13:00:00,28.0,0.0,9.2,50,0,0,0,warm
2024-01-11 14:00:00,28.5,0.0,8.7,47,0,0,0,warm
2024-01-11 15:00:00,28.6,0.0,9.8,46,0,0,0,warm
2024-01-11 16:00:00,28.2,0.0,10.5,46,0,0,0,warm
2024-01-11 17:00:00,27.0,0.0,7.0,51,0,0,0,warm
2024-01-11 18:00:00,22.9,0.0,7.0,66,0,0,0,pleasant
2024-01-11 19:00:00,21.5,0.0,6.7,72,0,0,0,pleasant
2024-01-11 20:00:00,20.2,0.0,6.0,78,0,0,0,pleasant
2024-01-11 21:00:00,19.5,0.0,6.3,80,0,0,0,pleasant
2024-01-11 22:00:00,18.8,0.0,6.5,83,0,0,0,pleasant
2024-01-11 23:00:00,18.0,0.0,6.5,85,0,0,0,pleasant
2024-01-12 00:00:00,17.1,0.0,6.1,89,0,0,0,pleasant
2024-01-12 01:00:00,16.5,0.0,6.4,91,0,0,0,pleasant
2024-01-12 02:00:00,16.1,0.0,7.1,92,0,0,0,pleasant
2024-01-12 03:00:00,15.8,0.0,7.4,93,0,0,0,pleasant
2024-01-12 04:00:00,15.6,0.0,7.8,93,0,0,0,pleasant
2024-01-12 05:00:00,15.5,0.0,8.1,93,0,0,0,pleasant
2024-01-12 06:00:00,16.0,0.0,7.4,94,0,0,0,pleasant
2024-01-12 07:00:00,16.0,0.0,8.1,94,0,0,0,pleasant
2024-01-12 08:00:00,17.6,0.0,10.9,89,0,0,0,pleasant
2024-01-12 09:00:00,20.3,0.0,9.2,79,0,0,0,pleasant
2024-01-12 10:00:00,23.0,0.0,8.2,71,0,0,0,pleasant
2024-01-12 11:00:00,25.4,0.0,6.4,65,0,0,0,warm
2024-01-12 12:00:00,27.0,0.0,4.9,61,0,0,0,warm
2024-01-12 13:00:00,28.1,0.0,2.0,52,0,0,0,warm
2024-01-12 14:00:00,28.8,0.0,3.1,45,0,0,0,warm
2024-01-12 15:00:00,28.9,0.0,5.4,43,0,0,0,warm
2024-01-12 16:00:00,28.5,0.0,6.1,42,0,0,0,warm
2024-01-12 17:00:00,26.8,0.0,4.0,54,0,0,0,warm
2024-01-12 18:00:00,24.5,0.0,7.1,55,0,0,0,pleasant
2024-01-12 19:00:00,23.0,0.0,7.8,60,0,0,0,pleasant
2024-01-12 20:00:00,22.1,0.0,8.4,62,0,0,0,pleasant
2024-01-12 21:00:00,21.2,0.0,8.4,62,0,0,0,pleasant
2024-01-12 22:00:00,20.5,0.0,8.6,64,0,0,0,pleasant
2024-01-12 23:00:00,19.5,0.0,7.6,68,0,0,0,pleasant
2024-01-13 00:00:00,18.7,0.0,7.4,70,0,0,0,pleasant
2024-01-13 01:00:00,17.9,0.0,6.9,73,0,0,0,pleasant
2024-01-13 02:00:00,17.4,0.0,7.6,78,0,0,0,pleasant
2024-01-13 03:00:00,16.7,0.0,6.2,85,0,0,0,pleasant
2024-01-13 04:00:00,16.3,0.0,6.0,89,0,0,0,pleasant
2024-01-13 05:00:00,15.8,0.0,6.2,92,0,0,0,pleasant
2024-01-13 06:00:00,15.6,0.0,5.2,94,0,0,0,pleasant
2024-01-13 07:00:00,15.3,0.0,4.0,94,0,0,0,pleasant
2024-01-13 08:00:00,17.3,0.0,6.7,86,0,0,0,pleasant
2024-01-13 09:00:00,20.8,0.0,5.9,73,0,0,0,pleasant
2024-01-13 10:00:00,24.0,0.0,7.1,61,0,0,0,pleasant
2024-01-13 11:00:00,26.1,0.0,8.9,52,0,0,0,warm
2024-01-13 12:00:00,27.6,0.0,8.7,47,0,0,0,warm
2024-01-13 13:00:00,28.5,0.0,9.2,42,0,0,0,warm
2024-01-13 14:00:00,28.8,0.0,11.4,38,0,0,0,warm
2024-01-13 15:00:00,28.5,0.0,11.1,36,0,0,0,warm
2024-01-13 16:00:00,27.9,0.0,9.7,36,0,0,0,warm
2024-01-13 17:00:00,26.0,0.0,6.4,42,0,0,0,warm
2024-01-13 18:00:00,22.2,0.0,7.6,50,0,0,0,pleasant
2024-01-13 19:00:00,20.5,0.0,9.1,56,0,0,0,pleasant
2024-01-13 20:00:00,19.5,0.0,8.9,59,0,0,0,pleasant
2024-01-13 21:00:00,18.9,0.0,7.4,61,0,0,0,pleasant
2024-01-13 22:00:00,18.5,0.0,8.3,61,0,0,0,pleasant
2024-01-13 23:00:00,18.1,0.0,9.8,57,0,0,0,pleasant
2024-01-14 00:00:00,17.2,0.0,9.2,51,0,0,0,pleasant
2024-01-14 01:00:00,16.0,0.0,7.6,51,0,0,0,pleasant
2024-01-14 02:00:00,15.1,0.0,7.2,54,0,0,0,pleasant
2024-01-14 03:00:00,14.4,0.0,7.2,57,0,0,1,cold
2024-01-14 04:00:00,13.4,0.0,6.4,61,0,0,1,cold
2024-01-14 05:00:00,13.2,0.0,7.4,61,0,0,1,cold
2024-01-14 06:00:00,12.9,0.0,6.8,65,0,0,1,cold
2024-01-14 07:00:00,12.6,0.0,6.9,66,0,0,1,cold
2024-01-14 08:00:00,14.8,0.0,8.4,59,0,0,1,cold
2024-01-14 09:00:00,18.2,0.0,4.4,52,0,0,0,pleasant
2024-01-14 10:00:00,21.7,0.0,4.3,44,0,0,0,pleasant
2024-01-14 11:00:00,24.4,0.0,5.2,34,0,0,0,pleasant
2024-01-14 12:00:00,26.2,0.0,7.9,28,0,0,0,warm
2024-01-14 13:00:00,27.1,0.0,10.9,24,0,0,0,warm
2024-01-14 14:00:00,27.6,0.0,12.2,23,0,0,0,warm
2024-01-14 15:00:00,27.5,0.0,12.7,23,0,0,0,warm
2024-01-14 16:00:00,26.9,0.0,12.0,24,0,0,0,warm
2024-01-14 17:00:00,24.8,0.0,6.6,33,0,0,0,pleasant
2024-01-14 18:00:00,20.5,0.0,9.2,46,0,0,0,pleasant
2024-01-14 19:00:00,19.4,0.0,9.0,48,0,0,0,pleasant
2024-01-14 20:00:00,18.6,0.0,9.0,47,0,0,0,pleasant
2024-01-14 21:00:00,18.1,0.0,8.4,47,0,0,0,pleasant
2024-01-14 22:00:00,17.3,0.0,9.0,49,0,0,0,pleasant
2024-01-14 23:00:00,16.8,0.0,11.1,51,0,0,0,pleasant
2024-01-15 00:00:00,16.2,0.0,10.3,50,0,0,0,pleasant
2024-01-15 01:00:00,14.9,0.0,8.3,52,0,0,1,cold
2024-01-15 02:00:00,13.9,0.0,7.9,55,0,0,1,cold
2024-01-15 03:00:00,13.0,0.0,7.2,59,0,0,1,cold
2024-01-15 04:00:00,12.4,0.0,7.3,62,0,0,1,cold
2024-01-15 05:00:00,11.9,0.0,7.0,64,0,0,1,cold
2024-01-15 06:00:00,12.4,0.0,7.4,65,0,0,1,cold
2024-01-15 07:00:00,11.9,0.0,7.5,68,0,0,1,cold
2024-01-15 08:00:00,13.9,0.0,9.4,67,0,0,1,cold
2024-01-15 09:00:00,16.8,0.0,6.8,63,0,0,0,pleasant
2024-01-15 10:00:00,19.6,0.0,6.4,58,0,0,0,pleasant
2024-01-15 11:00:00,22.2,0.0,5.1,54,0,0,0,pleasant
2024-01-15 12:00:00,24.4,0.0,4.7,46,0,0,0,pleasant
2024-01-15 13:00:00,25.7,0.0,3.7,40,0,0,0,warm
2024-01-15 14:00:00,26.5,0.0,2.4,36,0,0,0,warm
2024-01-15 15:00:00,26.6,0.0,1.6,35,0,0,0,warm
2024-01-15 16:00:00,26.4,0.0,1.3,36,0,0,0,warm
2024-01-15 17:00:00,24.8,0.0,3.1,56,0,0,0,pleasant
2024-01-15 18:00:00,22.0,0.0,6.7,51,0,0,0,pleasant
2024-01-15 19:00:00,20.0,0.0,7.7,60,0,0,0,pleasant
2024-01-15 20:00:00,19.2,0.0,7.1,63,0,0,0,pleasant
2024-01-15 21:00:00,17.2,0.0,9.7,72,0,0,0,pleasant
2024-01-15 22:00:00,17.0,0.0,7.8,71,0,0,0,pleasant
2024-01-15 23:00:00,16.2,0.0,8.0,74,0,0,0,pleasant
2024-01-16 00:00:00,15.4,0.0,8.4,79,0,0,0,pleasant
2024-01-16 01:00:00,14.8,0.0,6.8,81,0,0,1,cold
2024-01-16 02:00:00,14.1,0.0,6.5,81,0,0,1,cold
2024-01-16 03:00:00,13.7,0.0,6.6,81,0,0,1,cold
2024-01-16 04:00:00,13.1,0.0,6.6,82,0,0,1,cold
2024-01-16 05:00:00,12.4,0.0,7.0,85,0,0,1,cold
2024-01-16 06:00:00,12.4,0.0,6.7,86,0,0,1,cold
2024-01-16 07:00:00,11.8,0.0,7.7,91,0,0,1,cold
2024-01-16 08:00:00,14.4,0.0,6.8,82,0,0,1,cold
2024-01-16 09:00:00,17.9,0.0,1.8,71,0,0,0,pleasant
2024-01-16 10:00:00,21.0,0.0,3.4,59,0,0,0,pleasant
2024-01-16 11:00:00,23.5,0.0,3.6,45,0,0,0,pleasant
